id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
1251,2016-03-01,,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,Fiber optic,No,No,No,No,Yes,No,Male,1,No,No,Yes,0
1253,2017-12-01,,Two year,Yes,Credit card (automatic),19.15,515.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1443,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,45.85,45.85,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No,1
1255,2018-09-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),64.7,941.0,DSL,Yes,No,No,No,Yes,No,Female,0,Yes,No,Yes,1
1257,2019-02-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,1
1259,2019-12-01,,Month-to-month,No,Mailed check,19.25,48.35,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
1261,2017-12-01,,Month-to-month,No,Electronic check,81.95,2070.05,Fiber optic,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
1263,2014-02-01,,Two year,Yes,Bank transfer (automatic),114.65,8333.95,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
1265,2014-11-01,,Two year,No,Credit card (automatic),20.0,1209.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1267,2014-03-01,,Two year,No,Mailed check,19.8,1396.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1269,2019-03-01,,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,DSL,Yes,No,No,No,Yes,No,Male,0,Yes,Yes,Yes,0
1271,2018-12-01,,One year,No,Mailed check,19.65,228.65,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,0
1273,2019-01-01,,Two year,No,Credit card (automatic),88.95,1161.75,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,Yes,Yes,0
1275,2019-08-01,,Month-to-month,Yes,Mailed check,20.2,98.35,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
1277,2019-03-01,,Month-to-month,Yes,Credit card (automatic),75.2,775.3,Fiber optic,No,No,No,No,No,No,Male,1,Yes,Yes,Yes,0
1279,2018-08-01,,Month-to-month,No,Credit card (automatic),56.8,1074.65,DSL,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,0
1281,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,35.55,35.55,DSL,No,No,No,No,No,Yes,Male,0,No,No,No,1
1283,2017-06-01,,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,No,0
1285,2017-09-01,,One year,No,Mailed check,35.6,1072.6,DSL,Yes,No,No,Yes,No,No,Male,0,No,No,No,0
1287,2019-11-01,,Month-to-month,Yes,Electronic check,60.25,170.5,DSL,No,No,No,No,Yes,No,Female,0,No,No,Yes,0
1289,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,95.15,196.9,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,1
1291,2018-12-01,2020-01-01,Month-to-month,Yes,Mailed check,96.65,1162.85,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,1
1293,2016-09-01,,Month-to-month,Yes,Electronic check,40.35,1677.85,DSL,No,Yes,No,No,No,Yes,Female,0,No,No,No,0
1295,2020-01-01,,Month-to-month,No,Electronic check,18.85,18.85,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1297,2019-07-01,,Month-to-month,No,Mailed check,54.85,370.4,DSL,No,No,No,No,Yes,No,Male,0,No,No,No,0
1299,2015-10-01,,One year,Yes,Mailed check,64.3,3410.6,DSL,Yes,No,Yes,No,Yes,No,Female,0,Yes,No,No,0
1301,2016-05-01,,Two year,Yes,Bank transfer (automatic),24.65,1138.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
1303,2014-04-01,,Two year,No,Credit card (automatic),76.1,5264.25,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,0
1305,2015-09-01,,Two year,No,Mailed check,18.7,1005.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1307,2014-12-01,,One year,Yes,Credit card (automatic),97.95,5936.55,Fiber optic,No,Yes,Yes,No,Yes,No,Female,1,Yes,No,Yes,0
1309,2015-02-01,,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,Fiber optic,Yes,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,0
1311,2019-08-01,2019-11-01,Month-to-month,Yes,Electronic check,80.4,224.05,Fiber optic,No,No,No,No,Yes,No,Female,1,Yes,No,No,1
1313,2018-03-01,,Month-to-month,Yes,Electronic check,95.1,2326.05,Fiber optic,Yes,No,No,No,Yes,Yes,Female,1,Yes,No,No,0
1315,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,31.35,31.35,DSL,No,Yes,No,No,No,No,Male,0,No,Yes,No,1
1317,2014-07-01,,One year,Yes,Bank transfer (automatic),72.35,4991.5,DSL,Yes,No,Yes,Yes,No,Yes,Female,0,No,No,No,0
1319,2018-11-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,Yes,1
1321,2014-03-01,,Two year,Yes,Bank transfer (automatic),82.7,5831.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,1,Yes,No,Yes,0
1323,2018-01-01,,One year,No,Credit card (automatic),19.9,510.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1325,2019-09-01,,Month-to-month,Yes,Electronic check,53.8,283.95,DSL,Yes,No,No,No,No,No,Female,0,No,No,Yes,0
1327,2017-12-01,,One year,Yes,Credit card (automatic),51.55,1295.4,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,0
1329,2020-01-01,,One year,No,Mailed check,19.65,19.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1331,2014-04-01,,One year,Yes,Credit card (automatic),44.05,3011.65,DSL,No,Yes,Yes,No,Yes,No,Male,1,No,No,No,0
1333,2014-02-01,,Two year,Yes,Electronic check,114.0,8093.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
1335,2014-12-01,2019-12-01,One year,Yes,Electronic check,94.4,5610.25,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,No,1
1336,2017-06-01,,Month-to-month,Yes,Electronic check,100.4,3217.65,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,Yes,Yes,Yes,0
1338,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,19.85,19.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
1340,2018-12-01,,One year,Yes,Mailed check,54.25,773.2,DSL,No,Yes,No,No,No,No,Female,0,No,No,Yes,0
1342,2019-01-01,,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,Yes,0
1344,2019-05-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),109.9,669.45,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,1
1346,2016-04-01,,Two year,No,Mailed check,79.2,3593.8,DSL,Yes,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
1348,2018-07-01,2019-10-01,Month-to-month,Yes,Electronic check,101.35,1553.95,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,1
1350,2016-07-01,,Month-to-month,Yes,Electronic check,94.3,3953.15,Fiber optic,No,Yes,No,Yes,Yes,No,Male,1,Yes,No,Yes,0
1353,2016-11-01,,Two year,Yes,Bank transfer (automatic),49.8,1971.15,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
1355,2018-01-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,DSL,No,No,Yes,No,Yes,No,Male,1,No,No,No,1
1357,2015-05-01,,Month-to-month,Yes,Electronic check,53.75,3196.0,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
1359,2015-09-01,,One year,Yes,Electronic check,93.45,4872.2,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,Yes,No,No,0
1361,2018-08-01,,Month-to-month,Yes,Mailed check,87.9,1500.5,Fiber optic,Yes,No,Yes,No,Yes,No,Male,0,Yes,Yes,No,0
1363,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,60.15,60.15,DSL,No,No,No,No,No,Yes,Female,0,No,No,Yes,1
1365,2015-04-01,,One year,Yes,Bank transfer (automatic),61.05,3478.75,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,No,Yes,0
1367,2014-03-01,,Two year,No,Bank transfer (automatic),104.05,7413.55,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,No,No,Yes,0
1369,2017-03-01,,One year,Yes,Electronic check,99.25,3532.0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
1371,2019-11-01,,Month-to-month,No,Credit card (automatic),85.7,256.75,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,No,0
1373,2016-12-01,,One year,Yes,Electronic check,104.85,3887.25,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,0
1375,2017-03-01,,Two year,Yes,Credit card (automatic),69.15,2490.15,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,0
1377,2019-03-01,2019-10-01,Month-to-month,Yes,Electronic check,90.45,593.45,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,Yes,1
1379,2016-03-01,,Two year,No,Mailed check,74.45,3510.3,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
1381,2018-12-01,,Month-to-month,No,Electronic check,50.45,765.45,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
1383,2018-06-01,,Month-to-month,Yes,Electronic check,60.0,1259.35,DSL,No,Yes,No,No,No,Yes,Female,1,Yes,No,No,0
1386,2014-08-01,,Two year,No,Electronic check,85.25,5538.35,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
1388,2018-11-01,,Month-to-month,Yes,Credit card (automatic),19.45,340.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
1390,2016-08-01,,Two year,Yes,Bank transfer (automatic),20.75,844.45,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1392,2018-09-01,,Month-to-month,No,Electronic check,78.9,1348.95,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,Yes,0
1394,2017-01-01,,One year,Yes,Credit card (automatic),104.5,3778.0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,0
1396,2019-02-01,,Month-to-month,Yes,Electronic check,49.4,611.65,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
1398,2015-07-01,2019-12-01,One year,Yes,Bank transfer (automatic),94.25,4867.95,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,No,1
1400,2015-02-01,,Two year,No,Mailed check,25.0,1505.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
1402,2018-08-01,,Month-to-month,No,Credit card (automatic),25.55,467.85,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1404,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,74.9,74.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
1406,2019-11-01,,Month-to-month,Yes,Electronic check,70.15,194.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1408,2019-05-01,,Month-to-month,Yes,Credit card (automatic),69.4,571.45,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,Yes,No,0
1410,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,80.25,80.25,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,1
1412,2015-06-01,,One year,Yes,Electronic check,93.15,5253.95,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,0
1414,2018-06-01,2019-11-01,Month-to-month,Yes,Electronic check,69.0,1149.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,1
1416,2019-01-01,2019-12-01,Month-to-month,Yes,Electronic check,66.35,740.8,DSL,No,No,No,Yes,No,Yes,Female,0,Yes,Yes,Yes,1
1418,2019-07-01,,Month-to-month,Yes,Electronic check,69.55,521.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1420,2014-05-01,,Two year,No,Bank transfer (automatic),20.2,1412.65,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1422,2018-04-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
1424,2019-08-01,2019-11-01,Month-to-month,Yes,Electronic check,80.3,250.05,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,No,1
1426,2015-08-01,,Two year,No,Credit card (automatic),20.4,1090.6,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1428,2014-12-01,,One year,Yes,Credit card (automatic),23.75,1446.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
1430,2017-10-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Fiber optic,No,Yes,No,No,Yes,No,Male,0,No,No,Yes,1
1432,2014-12-01,,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,DSL,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
1434,2018-09-01,,Month-to-month,No,Bank transfer (automatic),65.75,1111.2,DSL,Yes,No,No,No,No,Yes,Male,0,No,No,Yes,0
1436,2019-05-01,,Month-to-month,Yes,Mailed check,24.6,190.1,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
1438,2014-10-01,,Two year,No,Mailed check,69.25,4447.75,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
1441,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,75.9,143.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
1444,2018-07-01,2019-11-01,Month-to-month,Yes,Electronic check,49.95,810.2,DSL,No,No,No,Yes,Yes,Yes,Female,0,Yes,No,No,1
1447,2014-02-01,,Two year,No,Bank transfer (automatic),24.65,1830.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
1449,2017-08-01,,One year,No,Bank transfer (automatic),90.4,2820.65,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,No,No,Yes,0
1451,2016-01-01,,Month-to-month,Yes,Mailed check,100.85,4847.35,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,0
1453,2015-01-01,,Two year,No,Credit card (automatic),75.35,4729.3,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
1455,2016-03-01,,Month-to-month,No,Electronic check,87.2,4017.45,Fiber optic,No,Yes,No,No,Yes,No,Male,0,Yes,Yes,Yes,0
1457,2018-06-01,,Month-to-month,No,Credit card (automatic),64.4,1398.6,DSL,Yes,No,Yes,No,No,Yes,Male,0,No,No,No,0
1460,2017-02-01,2019-12-01,Month-to-month,No,Electronic check,78.3,2564.3,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,Yes,No,1
1462,2014-04-01,,Two year,No,Bank transfer (automatic),24.7,1685.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
1464,2015-08-01,,One year,Yes,Electronic check,105.85,5826.65,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,Yes,No,0
1466,2015-01-01,,One year,Yes,Mailed check,98.3,6066.55,Fiber optic,No,Yes,Yes,Yes,Yes,No,Male,1,Yes,No,Yes,0
1468,2019-09-01,2019-12-01,Month-to-month,Yes,Electronic check,76.95,228.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
1470,2019-01-01,,One year,No,Mailed check,19.45,270.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1472,2018-06-01,2019-10-01,Month-to-month,Yes,Electronic check,96.15,1529.2,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,1
1475,2019-11-01,,Month-to-month,Yes,Credit card (automatic),58.7,168.6,DSL,No,Yes,No,No,Yes,No,Female,0,Yes,Yes,No,0
1477,2018-01-01,,Month-to-month,Yes,Mailed check,20.15,536.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1479,2017-08-01,,Month-to-month,Yes,Mailed check,64.5,1888.45,DSL,Yes,No,No,No,No,Yes,Male,0,No,No,Yes,0
1481,2018-05-01,,Month-to-month,No,Electronic check,28.5,629.35,DSL,Yes,No,No,No,No,No,Female,0,Yes,No,No,0
1484,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,45.3,45.3,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
1486,2018-08-01,2019-11-01,Month-to-month,No,Bank transfer (automatic),19.4,289.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
1488,2018-03-01,,Month-to-month,Yes,Electronic check,90.45,2117.25,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,No,0
1490,2016-05-01,,Month-to-month,Yes,Electronic check,105.15,4730.9,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
1492,2018-02-01,,One year,No,Bank transfer (automatic),83.15,2033.05,Fiber optic,No,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,0
1494,2018-12-01,2019-11-01,Month-to-month,No,Electronic check,90.15,987.95,Fiber optic,No,No,No,Yes,Yes,No,Female,0,No,No,Yes,1
1496,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,45.05,45.05,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
1498,2015-06-01,,Two year,No,Bank transfer (automatic),103.2,5744.35,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
1500,2019-10-01,2019-11-01,Month-to-month,No,Electronic check,75.8,75.8,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,No,1
1502,2020-01-01,,Month-to-month,No,Electronic check,19.45,19.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1503,2019-04-01,2019-11-01,Month-to-month,Yes,Electronic check,79.3,523.15,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,1
1505,2015-07-01,,Two year,No,Credit card (automatic),88.8,4805.3,Fiber optic,No,No,Yes,Yes,Yes,No,Female,1,Yes,No,No,0
1507,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,30.9,59.05,DSL,No,No,No,Yes,No,No,Female,0,No,No,No,1
1509,2014-02-01,,Two year,Yes,Credit card (automatic),85.9,6110.75,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
1511,2016-05-01,,One year,No,Electronic check,34.2,1596.6,DSL,No,No,No,No,No,Yes,Female,1,No,No,No,0
1513,2016-03-01,,Two year,No,Mailed check,20.15,1046.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1515,2016-02-01,2019-12-01,One year,No,Credit card (automatic),95.25,4424.2,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,No,1
1517,2019-12-01,,Month-to-month,Yes,Mailed check,50.3,92.75,DSL,No,Yes,No,No,No,No,Male,0,No,No,No,0
1519,2019-12-01,,Month-to-month,Yes,Electronic check,80.15,194.55,Fiber optic,Yes,No,No,Yes,No,No,Female,0,Yes,No,No,0
1521,2019-02-01,,Month-to-month,Yes,Electronic check,51.25,612.1,DSL,No,Yes,No,No,No,No,Female,0,Yes,No,No,0
1523,2014-05-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,Fiber optic,No,Yes,No,No,No,Yes,Female,1,Yes,No,Yes,1
1525,2014-05-01,,Two year,Yes,Credit card (automatic),95.2,6671.7,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
1527,2015-06-01,,One year,No,Credit card (automatic),94.8,5264.3,Fiber optic,Yes,No,No,No,Yes,Yes,Male,1,No,Yes,No,0
1529,2019-10-01,,Month-to-month,Yes,Electronic check,80.25,303.7,Fiber optic,Yes,No,No,No,No,No,Female,1,No,No,Yes,0
1531,2014-10-01,,Two year,Yes,Bank transfer (automatic),76.1,4818.8,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,0
1533,2014-12-01,2019-11-01,One year,Yes,Electronic check,110.15,6448.05,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
1535,2014-12-01,,Two year,No,Bank transfer (automatic),115.55,7159.05,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
1537,2014-11-01,,Two year,No,Credit card (automatic),24.65,1574.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
1539,2015-09-01,,One year,Yes,Electronic check,53.6,2879.2,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,No,No,No,0
1541,2019-09-01,,Month-to-month,No,Mailed check,19.45,86.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1543,2016-01-01,,Month-to-month,Yes,Electronic check,88.2,4159.45,Fiber optic,Yes,Yes,Yes,No,No,No,Male,1,Yes,No,Yes,0
1545,2014-12-01,,Two year,Yes,Bank transfer (automatic),101.15,6638.35,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
1549,2015-07-01,,Two year,No,Mailed check,56.8,3112.05,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,No,0
1551,2014-03-01,,Two year,Yes,Electronic check,99.4,7168.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Female,1,Yes,No,No,0
1553,2014-02-01,,Two year,Yes,Credit card (automatic),20.1,1326.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1555,2017-02-01,,One year,No,Credit card (automatic),60.7,2234.55,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
1557,2018-01-01,,One year,Yes,Bank transfer (automatic),20.95,495.15,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
1559,2014-02-01,,Two year,Yes,Bank transfer (automatic),114.85,8317.95,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
1561,2017-02-01,,One year,Yes,Bank transfer (automatic),19.25,679.8,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1563,2020-01-01,,Month-to-month,Yes,Mailed check,62.8,62.8,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,No,0
1565,2014-02-01,,Two year,Yes,Electronic check,105.5,7544.0,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
1567,2015-03-01,,Two year,No,Mailed check,19.85,1188.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1569,2019-03-01,2019-10-01,Month-to-month,Yes,Electronic check,89.5,676.7,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,No,1
1571,2020-01-01,,One year,No,Credit card (automatic),74.1,74.1,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
1573,2017-08-01,,Month-to-month,Yes,Electronic check,107.5,3242.5,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
1575,2014-10-01,,Two year,No,Mailed check,19.55,1240.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1577,2014-11-01,,One year,No,Bank transfer (automatic),68.8,4111.35,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,0
1579,2014-02-01,,Two year,No,Credit card (automatic),84.45,5899.85,DSL,Yes,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
1581,2019-05-01,2020-01-01,Month-to-month,No,Electronic check,75.0,632.95,Fiber optic,Yes,No,No,No,No,No,Male,0,Yes,No,No,1
1584,2014-12-01,,Two year,No,Bank transfer (automatic),84.5,5193.2,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
1586,2014-07-01,,Two year,Yes,Bank transfer (automatic),111.2,7530.8,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
1588,2019-05-01,2019-11-01,Month-to-month,No,Electronic check,44.75,270.95,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
1590,2014-04-01,,Two year,Yes,Bank transfer (automatic),80.6,5460.2,DSL,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
1591,2018-06-01,,Month-to-month,No,Bank transfer (automatic),80.7,1614.2,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,No,0
1593,2019-09-01,,Month-to-month,No,Electronic check,75.6,402.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
1596,2018-02-01,,One year,No,Electronic check,57.6,1367.75,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,No,0
1598,2018-11-01,2019-10-01,Month-to-month,Yes,Electronic check,44.05,483.7,DSL,No,No,No,No,No,No,Female,0,Yes,No,No,1
1600,2014-02-01,,Two year,Yes,Credit card (automatic),110.6,7962.2,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
1602,2014-08-01,,Two year,Yes,Credit card (automatic),58.2,3810.8,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,Yes,No,0
1604,2016-05-01,,Two year,Yes,Mailed check,81.0,3533.6,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
1606,2014-05-01,,Two year,No,Bank transfer (automatic),19.7,1396.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1608,2018-09-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,Yes,1
1610,2017-10-01,,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,DSL,No,No,Yes,No,Yes,No,Female,0,No,No,No,0
1612,2014-01-01,2019-11-01,One year,No,Credit card (automatic),115.55,8127.6,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,1
1614,2017-02-01,,One year,Yes,Mailed check,75.55,2680.15,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,No,No,No,0
1616,2018-06-01,2019-10-01,Month-to-month,Yes,Electronic check,86.6,1281.0,Fiber optic,No,No,No,No,Yes,No,Male,1,No,No,Yes,1
1618,2018-04-01,2019-10-01,Month-to-month,Yes,Electronic check,85.2,1553.9,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,1
1620,2017-01-01,2019-11-01,Month-to-month,Yes,Electronic check,97.65,3207.55,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,1
1622,2016-08-01,,One year,Yes,Credit card (automatic),45.1,2049.05,DSL,No,Yes,Yes,No,No,Yes,Male,0,Yes,Yes,No,0
1624,2016-02-01,,One year,Yes,Bank transfer (automatic),70.95,3629.2,DSL,Yes,No,No,Yes,No,Yes,Male,0,No,No,Yes,0
